id,is_appartment,area,added_time,bedrooms,new_building,postcode,advertiser,foto_amount,subtype,energy_value,energy_label,province
tr7013,False,320.0,132991048,3.0,0,1083,CD Properties,18.0,Gemengd gebruik,387.0,g,Hoofdstedelijk Gewest Brussel
tr9416,False,200.0,142641572,4.0,0,9250,Woonhoek Vastgoed,43.0,Villa,85.0,a,Oost-Vlaanderen
tr4264,False,230.0,139449831,2.0,0,3090,Ifac Service bv,26.0,Woning,191.0,b,Vlaams-Brabant
tr7573,False,98.0,142041973,2.0,0,3600,Skyline Limburg,6.0,Woning,339.0,d,Limburg
tr8447,False,225.0,142652534,3.0,0,3830,JM vastgoed,15.0,Villa-landhuis,747.0,f,Limburg
tr12635,False,132.0,75355419,3.0,1,9520,Immo Nobels,7.0,Woning,0.0,a,Oost-Vlaanderen
tr1505,False,142.0,137836043,4.0,0,9260,Goeman Vastgoed Lede - Dendermonde,12.0,Woning,854.0,f,Oost-Vlaanderen
tr22617,False,165.0,142584118,3.0,1,9800,Immo Da Vinci Gent,35.0,Woning,65.0,a,Oost-Vlaanderen
tr21703,True,39.0,142576215,1.0,0,2800,Heylen Vastgoed - Mechelen,12.0,Studio met slaaphoek,172.0,b,Antwerpen
tr3865,True,24.0,142676420,1.0,0,3000,Heylen Vastgoed - Leuven,14.0,Studio met slaaphoek,208.0,c,Vlaams-Brabant
tr10772,False,251.0,143093251,6.0,0,9000,i-Moov,33.0,Woning,30.0,a,Oost-Vlaanderen
tr5831,True,105.0,142764170,2.0,0,9100,Axel Lenaerts makelaars Waasland,16.0,Appartement,174.0,b,Oost-Vlaanderen
tr23942,False,154.0,87352241,3.0,1,9520,Woningbouw Speybroeck,4.0,Woning,65.0,a,Oost-Vlaanderen
tr25569,False,142.0,134852839,3.0,0,9700,Immo Nobels,8.0,Woning,339.0,d,Oost-Vlaanderen
tr1762,True,114.0,139388671,3.0,0,2620,Arcasa,8.0,Appartement,294.0,c,Antwerpen
tr23173,True,204.0,142381372,3.0,0,3740,Steven Otten,14.0,Penthouse,139.0,b,Limburg
tr4324,False,100.0,141356968,1.0,0,7973,Primmo Péruwelz,17.0,Eengezinswoning,586.0,g,Henegouwen
tr7667,False,160.0,139115259,4.0,0,3470,Sibomat,4.0,Andere,0.0,a,Vlaams-Brabant
tr15807,False,137.0,141536152,3.0,0,3500,DELTA Notarissen,14.0,Rijwoning,470.0,e,Limburg
tr10926,False,165.0,122233877,4.0,1,9960,Michimmo,5.0,Woning,0.0,a,Oost-Vlaanderen
tr3692,True,98.0,143131946,2.0,0,8800,Futurimmo Roeselare,31.0,Appartement,152.0,b,West-Vlaanderen
tr20476,True,91.0,137747044,2.0,1,1160,Latour & Petit Bxl Vente,11.0,Appartement,65.0,a,Hoofdstedelijk Gewest Brussel
tr12746,False,270.0,115796096,3.0,0,7522,Arnaud Selection,16.0,Villa,173.0,c,Henegouwen
tr24353,False,170.0,130044164,3.0,0,9320,NB-Projects,3.0,Woning,339.0,d,Oost-Vlaanderen
tr19565,True,128.0,142973585,3.0,1,9600,Immo Roman - Kantoor Ronse,20.0,Appartement,65.0,a,Oost-Vlaanderen
tr3610,False,230.0,142574847,4.0,0,2910,Heylen Vastgoed - Kalmthout,35.0,Eengezinswoning,219.0,c,Antwerpen
tr22089,True,119.9,141390384,3.0,0,2920,Heylen Vastgoed - Kalmthout,3.0,Appartement,166.0,d,Antwerpen
tr14826,False,179.0,122034075,4.0,1,3293,ERA De Piramide (Diest),18.0,Eengezinswoning,65.0,a,Vlaams-Brabant
tr1484,False,114.0,132452412,2.0,0,9800,HCK invest BVBA,16.0,Woning,453.0,e,Oost-Vlaanderen
tr15557,False,155.0,134890518,3.0,0,7712,ACTIMMO,14.0,Woning,303.0,d,Henegouwen
tr7433,False,200.0,140660571,3.0,0,3980,Vastgoedhuys  Laakdal,24.0,Woning,389.0,d,Limburg
tr1410,True,75.0,141280795,2.0,0,8400,Residentie Vastgoed,22.0,Appartement,166.0,d,West-Vlaanderen
tr15593,False,202.0,140598312,3.0,0,2845,Arcasa,10.0,Woning,599.0,f,Antwerpen
tr16168,False,200.0,138754414,4.0,1,3970,JANSSEN EN JANSSEN Leopoldsburg,18.0,Woning,41.0,a,Limburg
tr6297,False,150.0,138927856,6.0,0,2990,JANSSEN EN JANSSEN Gooreind Wuustwezel,30.0,Woning,766.0,f,Antwerpen
tr81,False,186.0,141899653,4.0,0,3500,Immo Lantmeeters,20.0,Woning,229.0,c,Limburg
tr16666,False,312.0,130630629,4.0,0,3920,ERA Carl Tournier (Lommel),30.0,Woning,190.0,b,Limburg
tr22244,False,134.0,131070910,2.0,0,7340,Logissim,17.0,Eengezinswoning,306.0,d,Henegouwen
tr9896,False,201.0,141787989,5.0,0,8370,Immo Francois - Blankenberge,23.0,Woning,688.0,f,West-Vlaanderen
tr6338,False,208.0,138160721,2.0,1,1560,Splendid,5.0,Woning,0.0,a,Vlaams-Brabant
tr11947,False,121.0,137756238,3.0,0,7382,Logissim,22.0,Eengezinswoning,589.0,g,Henegouwen
tr13498,True,123.0,138748724,2.0,0,8450,Immo Blauw,24.0,Appartement,112.0,b,West-Vlaanderen
tr20838,True,185.0,132878081,3.0,0,7500,Arnaud Selection,8.0,Appartement,97.0,b,Henegouwen
tr17049,False,253.0,138522238,5.0,0,6060,immo vision,24.0,Woning,634.0,g,Henegouwen
tr13336,True,154.0,135995198,3.0,0,2830,Via Sofie,16.0,Duplex,92.0,a,Antwerpen
tr20817,False,213.4,129436494,3.0,0,1861,NB-Projects,5.0,Woning,339.0,d,Vlaams-Brabant
tr26991,True,95.0,140217714,2.0,0,3582,Govimmo,3.0,Gelijkvloers app.,65.0,a,Limburg
tr14619,True,200.0,136680578,4.0,0,2650,Centraal Immobiliën Kantoor,20.0,Duplex,214.0,c,Antwerpen
tr13122,True,202.0,115175360,2.0,0,3500,Hillewaere Hasselt,34.0,Loft,150.0,b,Limburg
tr22145,True,81.0,141550839,2.0,0,8300,Bonne Vastgoed ,18.0,Appartement,366.0,d,West-Vlaanderen
tr17244,False,181.88,131082159,4.0,0,9550,NB-Projects,5.0,Woning,339.0,d,Oost-Vlaanderen
tr10827,True,69.0,142681055,1.0,1,8900,Diksimmo Diksmuide,24.0,Appartement,0.0,a,West-Vlaanderen
tr1784,False,152.0,137883277,2.0,0,9290,VASTenzekerGOED De Backer,29.0,Woning,487.0,e,Oost-Vlaanderen
tr16947,True,84.43,142675811,2.0,0,3630,N78 vastgoed,20.0,Appartement,65.0,a,Limburg
tr24998,True,89.0,131786331,2.0,1,9500,Cornelis & Partners Geraardsbergen,11.0,Appartement,65.0,a,Oost-Vlaanderen
tr12531,True,50.0,0,1.0,1,3530,LIMBURGSE WOONCENTRALE,4.0,Serviceflat,65.0,a,Limburg
tr3834,True,86.5,140856608,2.0,0,2800,IMMO ID MECHELEN,16.0,Appartement,168.0,b,Antwerpen
tr26843,False,159.0,134015272,3.0,0,9100,Immo Monsieur,10.0,Eengezinswoning,579.0,f,Oost-Vlaanderen
tr20991,True,70.0,141838547,1.0,0,1000,IMMO FADAN,1.0,Triplex,183.0,b,Hoofdstedelijk Gewest Brussel
tr14127,False,170.0,124243210,3.0,0,1570,Notarishuis Zuidwest-Vlaams-Brabant,10.0,Woning,443.0,e,Vlaams-Brabant
tr25724,False,210.0,139043965,3.0,0,3630,Immofusion Maasland,31.0,Woning,358.0,d,Limburg
tr9469,True,83.0,139796924,2.0,0,2640,Dewaele - Wilrijk,11.0,Appartement,231.0,c,Antwerpen
tr16988,False,166.0,142143938,3.0,0,8511,NB-Projects,5.0,Woning,339.0,d,West-Vlaanderen
tr11276,False,78.0,141462968,3.0,0,7160,AGENCE IMMO HAINAUT,29.0,Eengezinswoning,438.0,f,Henegouwen
tr5855,False,101.0,143133569,2.0,0,3980,ERA De Piramide (Diest),19.0,Eengezinswoning,154.0,b,Limburg
tr19109,False,380.0,138935331,4.0,0,6890,Wellimmo,55.0,Eengezinswoning,108.0,b,Luxemburg
tr20217,True,83.0,141549922,2.0,1,9200,Immo Lot,6.0,Appartement,65.0,a,Oost-Vlaanderen
tr19684,False,114.0,142067604,2.0,0,3500,Momentum Vastgoed,19.0,Woning,313.0,d,Limburg
tr23164,True,101.0,138773124,3.0,0,2140,Heylen Vastgoed - Antwerpen 't Zand,15.0,Appartement,174.0,b,Antwerpen
tr23672,True,100.0,139996765,2.0,0,1040,TRIOR Woluwe,11.0,Triplex,189.0,d,Hoofdstedelijk Gewest Brussel
tr10274,False,190.0,130393709,3.0,1,9190,Dewebo,8.0,Woning,65.0,a,Oost-Vlaanderen
tr5060,False,215.0,116150260,3.0,0,3720,Immo Top Invest,14.0,Woning,362.0,d,Limburg
tr14395,False,186.0,137823357,3.0,0,8400,NB-Projects,3.0,Woning,339.0,d,West-Vlaanderen
tr16186,True,90.0,119060992,2.0,0,3290,Immo Diest,20.0,Appartement,207.0,c,Vlaams-Brabant
tr3850,True,98.0,142070108,2.0,0,2300,Your Real Estate_5792 Domestic makelaars Beerse,21.0,Appartement,114.0,b,Antwerpen
tr22352,False,175.0,141429288,3.0,0,9290,Scaldis Vastgoed,25.0,Woning,433.0,e,Oost-Vlaanderen
tr10524,False,176.0,136699743,4.0,0,1850,NB-Projects,3.0,Woning,339.0,d,Vlaams-Brabant
tr6370,False,160.0,138923955,4.0,0,1700,Woonkantoor,13.0,Woning,155.0,b,Vlaams-Brabant
tr3241,False,285.0,134898901,4.0,0,7700,Max'Invest,14.0,Woning,366.0,e,Henegouwen
tr591,True,65.0,135809006,1.0,1,8980,Lintoo Projects,3.0,Appartement,65.0,a,West-Vlaanderen
tr14389,False,162.32,135401866,3.0,1,9280,Hectaar NV,14.0,Woning,65.0,a,Oost-Vlaanderen
tr26348,False,143.0,142580622,3.0,0,2260,Heylen Vastgoed - Herentals,28.0,Eengezinswoning,767.0,f,Antwerpen
tr17123,False,150.0,136711372,4.0,0,3680,Horse Immo,28.0,Woning,360.0,d,Limburg
tr16038,True,120.0,141963851,2.0,0,2018,Bolt Immo Antwerpen,16.0,Appartement,93.0,a,Antwerpen
tr25177,True,54.0,142498797,1.0,0,3000,Immo Willems,14.0,Appartement,524.0,f,Vlaams-Brabant
tr13542,True,83.0,142152758,2.0,0,1150,Latour & Petit Bxl Vente,15.0,Appartement,182.0,d,Hoofdstedelijk Gewest Brussel
tr16323,True,61.0,141797947,2.0,0,8420,Immo Francois - De Haan,10.0,Appartement,196.0,b,West-Vlaanderen
tr21086,False,154.0,115243306,3.0,0,3680,Immo-Top,28.0,Pastorijwoning,106.0,c,Limburg
tr7813,False,166.75,135747121,3.0,0,8587,BV Home-Vision,16.0,Eengezinswoning,0.0,a,West-Vlaanderen
tr6188,False,137.0,137840387,0.0,0,8511,Immo Van Parijs,9.0,Woning,339.0,d,West-Vlaanderen
tr610,False,202.0,125641759,4.0,1,9190,Dewebo,6.0,Woning,65.0,a,Oost-Vlaanderen
tr23662,True,80.0,137303149,2.0,0,9800,Van Welden Vastgoed,12.0,Appartement,142.0,b,Oost-Vlaanderen
tr19520,False,104.0,143108193,4.0,0,4020,Group Skyimmo,25.0,Eengezinswoning,259.0,d,Luik
tr16362,False,229.0,139015119,4.0,0,3920,ERA Carl Tournier (Lommel),28.0,Woning,146.0,b,Limburg
tr23345,False,140.0,118984463,3.0,1,3740,Skilpod,8.0,Woning,65.0,a,Limburg
tr10397,False,298.0,141962694,3.0,0,3621,EURINVESCO,22.0,Villa,334.0,d,Limburg
tr2992,False,156.0,142873323,3.0,0,8020,Immostad,4.0,Woning,339.0,d,West-Vlaanderen
tr3289,True,98.0,111284129,2.0,1,3970,Vastgoed C - verkoop,5.0,Appartement,65.0,a,Limburg
tr9091,True,180.0,138785194,2.0,0,8000,Immax Brugge,17.0,Loft,245.0,c,West-Vlaanderen
tr2823,False,115.0,142315135,3.0,0,8310,Unknown,10.0,Rijwoning,230.0,c,West-Vlaanderen
tr15423,False,150.0,142136332,3.0,0,2100,Bolt Immo Antwerpen,14.0,Woning,771.0,f,Antwerpen
tr15668,False,122.0,141534987,3.0,0,4860,Era LIEGEOIS & DEMOULIN,21.0,Bel-étage,364.0,e,Luik
tr23295,True,78.0,114923388,2.0,1,6220,CLUB IMMOBILIER,10.0,Appartement,65.0,a,Henegouwen
tr13664,False,200.0,131784721,4.0,0,2400,IMMO VL Mol,17.0,Villa,65.0,a,Antwerpen
tr2657,False,265.0,134289829,5.0,0,1150,J&J Properties,28.0,Woning,290.0,f,Hoofdstedelijk Gewest Brussel
tr4939,True,50.0,139392892,1.0,0,8670,Dewaele - Koksijde,10.0,Appartement,216.0,c,West-Vlaanderen
tr13060,False,291.0,121049381,4.0,0,7700,Relay Immo,24.0,Woning,188.0,c,Henegouwen
tr19148,False,154.0,130621693,3.0,1,9500,HBP-Bouw,3.0,Woning,0.0,a,Oost-Vlaanderen
tr14933,True,106.0,141940141,3.0,0,8400,Immo Francois - Oostende,14.0,Appartement,227.0,c,West-Vlaanderen
tr13144,True,94.0,142471148,2.0,0,8550,ERA Becue (Zwevegem),16.0,Appartement,114.0,b,West-Vlaanderen
tr2354,False,260.0,139348635,4.0,0,8750,Vastgoed Wanneyn Missiaen,24.0,Villa,157.0,b,West-Vlaanderen
tr757,True,133.0,143004207,3.0,0,8620,Euro-Immo,23.0,Appartement,94.0,a,West-Vlaanderen
tr21959,False,154.0,130621664,3.0,1,9400,HBP-Bouw,6.0,Woning,0.0,a,Oost-Vlaanderen
tr11682,False,165.0,139810273,3.0,0,2920,Heylen Vastgoed - Kalmthout,28.0,Eengezinswoning,362.0,d,Antwerpen
tr17560,False,154.0,142724540,3.0,1,2320,Philippe VERLINDEN,25.0,Woning,20.0,a,Antwerpen
tr6656,True,136.0,129220265,3.0,0,2440,Mol Matimmo Vastgoed,17.0,Appartement,381.0,d,Antwerpen
tr14343,False,200.0,138423080,4.0,0,8630,Agence Coucke,32.0,Boerderij,285.0,c,West-Vlaanderen
tr8746,False,470.0,139482881,6.0,0,9050,De Vastgoedlink ,15.0,Woning,244.0,c,Oost-Vlaanderen
tr6729,True,48.0,141983948,1.0,0,8870,Dewaele - Izegem,7.0,Appartement,119.0,b,West-Vlaanderen
tr24304,False,147.0,137143708,4.0,0,6542,Team Construct,6.0,Woning,339.0,d,Henegouwen
tr1418,False,164.0,142116691,4.0,0,2250,Vebo Vastgoed (Vebo Groep bv),23.0,Split-level,233.0,c,Antwerpen
tr20533,False,256.0,138753121,5.0,0,2381,Hillewaere Weelde,32.0,Woning,289.0,c,Antwerpen
tr26343,False,164.0,120724426,3.0,0,1760,Unicas,8.0,Eengezinswoning,65.0,a,Vlaams-Brabant
tr8885,True,86.33,110954719,2.0,1,2440,Matexi Antwerpen,14.0,Appartement,65.0,a,Antwerpen
tr18974,True,117.0,137034124,2.0,0,3510,Domo Vastgoed,21.0,Duplex,129.0,b,Limburg
tr6176,True,85.0,142204942,2.0,0,3583,Home Deluxe,2.0,Appartement,16.0,a,Limburg
tr3041,False,200.0,135738298,4.0,0,9170,Hüsch Vastgoed,29.0,Woning,294.0,c,Oost-Vlaanderen
tr24546,False,214.0,141551739,4.0,1,3500,Immo Top Invest,20.0,Woning,65.0,a,Limburg
tr3640,False,173.0,141950236,5.0,0,8940,Resida Vastgoed,15.0,Woning,198.0,b,West-Vlaanderen
tr2430,True,98.0,141551975,3.0,0,1080,TRIOR Jette,15.0,Appartement,210.0,d,Hoofdstedelijk Gewest Brussel
tr5307,False,225.0,142033319,3.0,0,9930,Concept-Home,35.0,Villa,724.0,f,Oost-Vlaanderen
tr14824,False,130.0,141204149,4.0,0,8660,ERA Servimo (De Panne),20.0,Eengezinswoning,254.0,c,West-Vlaanderen
tr5574,False,520.0,124933757,11.0,0,3700,Immo Top Invest,22.0,Woning,676.0,f,Limburg
tr1352,False,168.0,135379738,3.0,0,9050,Unknown,18.0,Rijwoning,212.0,c,Oost-Vlaanderen
tr12002,True,80.0,138592200,2.0,0,8430,Immo Costa,8.0,Appartement,184.0,b,West-Vlaanderen
tr8520,False,140.0,132135726,3.0,0,3620,Dewaele - Maaseik,15.0,Woning,306.0,d,Limburg
tr7085,False,220.0,140583606,3.0,0,8300,Unknown,7.0,Villa,1167.0,f,West-Vlaanderen
tr10488,True,70.0,136440143,2.0,0,9940,GROEP DE MEYER,26.0,Appartement,187.0,b,Oost-Vlaanderen
tr15410,True,86.31,136440342,2.0,1,3500,IMMO LIMBURGS VASTGOED,11.0,Appartement,65.0,a,Limburg
tr9922,True,96.0,139007425,2.0,0,8660,Agence Driemo,21.0,Appartement,175.0,b,West-Vlaanderen
tr15258,False,200.0,137916448,4.0,0,1190,IMMO ICC,22.0,Woning,339.0,d,Hoofdstedelijk Gewest Brussel
tr24567,False,190.0,134780901,3.0,1,3545,Das Invest,6.0,Woning,65.0,a,Limburg
tr12062,False,231.0,141984220,4.0,0,8900,Depotter - vastgoedadviseur,23.0,Eengezinswoning,126.0,b,West-Vlaanderen
tr18474,True,65.0,142574401,1.0,1,9000,Shape,8.0,Appartement,65.0,a,Oost-Vlaanderen
tr5914,False,129.0,126052093,3.0,1,3940,Vastgoed C - verkoop,3.0,Woning,65.0,a,Limburg
tr8587,False,170.0,140325312,4.0,1,9940,Lucas Moerman,17.0,Eengezinswoning,0.0,a,Oost-Vlaanderen
tr16520,False,154.0,142110611,3.0,1,9470,Huysman Bouw,9.0,Woning,0.0,a,Oost-Vlaanderen
tr1622,False,210.0,141379325,4.0,0,6150,L'ETUDE DES PROPRIETAIRES,19.0,Woning,117.0,b,Henegouwen
tr19502,False,180.0,130479985,2.0,0,7850,Best Partner Tubize,10.0,Woning,451.0,f,Henegouwen
tr8496,False,76.0,123278314,2.0,0,4900,Estate & Value,13.0,Woning,328.0,d,Luik
tr7067,False,244.63,142144128,4.0,0,9960,NB-Projects,7.0,Woning,339.0,d,Oost-Vlaanderen
tr2932,False,153.0,133341703,4.0,0,3650,N78 vastgoed,45.0,Woning,639.0,f,Limburg
tr3216,False,160.0,141427175,3.0,0,8630,Vlaemynck Veurne,11.0,Rijwoning,674.0,f,West-Vlaanderen
tr23855,False,175.0,137823390,3.0,0,9630,NB-Projects,3.0,Woning,339.0,d,Oost-Vlaanderen
tr4288,False,85.0,132463719,2.0,0,7021,Jean-Marc MICHIELS,11.0,Woning,388.0,e,Henegouwen
tr1391,True,95.0,138328397,2.0,0,1090,Espace Immo Brussels Centre,12.0,Appartement,112.0,c,Hoofdstedelijk Gewest Brussel
tr13637,False,154.0,142021029,3.0,1,9940,DIMMO Woningbouw,17.0,Woning,0.0,a,Oost-Vlaanderen
tr13432,False,168.0,143102558,2.0,0,9130,D&A VASTGOED,23.0,Bungalow,244.0,c,Oost-Vlaanderen
tr27050,True,94.0,135316774,2.0,0,9940,GROEP DE MEYER,28.0,Appartement,65.0,a,Oost-Vlaanderen
tr13962,True,155.0,142497918,3.0,0,3582,Nancy Aerts Vastgoed,27.0,Appartement,187.0,b,Limburg
tr10439,False,578.0,130140831,3.0,0,9910,ERA Lafaut (Aalter),20.0,Woning,339.0,d,Oost-Vlaanderen
tr25130,False,150.0,142589262,2.0,0,8790,Office Waregem,15.0,Woning,923.0,f,West-Vlaanderen
tr8306,False,139.0,139385478,3.0,0,3010,CDS IMMO Leuven,19.0,Burgerswoning,257.0,c,Vlaams-Brabant
tr1954,False,154.0,139614741,3.0,0,3500,Vastgoed en advies,16.0,Eengezinswoning,29.0,a,Limburg
tr4845,True,189.0,136025188,4.0,1,3945,Immo Tessenderlo,21.0,Penthouse,65.0,a,Limburg
tr10959,False,80.0,53688072,3.0,0,7380,Trassud Immobilier,9.0,Woning,336.0,d,Henegouwen
tr15038,False,292.0,139387668,3.0,0,9400,Locals vastgoed,32.0,Woning,628.0,f,Oost-Vlaanderen
tr20606,True,33.0,136998817,1.0,0,8500,Immostad,5.0,Appartement,546.0,f,West-Vlaanderen
tr18522,False,375.0,80994839,3.0,0,2530,Vastgoed Van Hoof,23.0,Gemengd gebruik,279.0,c,Antwerpen
tr22165,True,88.0,139447049,2.0,1,2890,Era projects,11.0,Appartement,65.0,a,Antwerpen
tr1072,False,196.0,141184421,4.0,0,2018,habicom vastgoed & advies,25.0,Woning,674.0,f,Antwerpen
tr3672,True,115.81,111011821,2.0,1,4000,CD CONSULT,8.0,Appartement,65.0,a,Luik
tr2585,False,115.0,142555998,2.0,0,3300,LTC Vastgoedadvies BVBA,26.0,Woning,144.0,b,Vlaams-Brabant
tr17047,True,73.0,141466984,2.0,0,8800,Sofimo Roeselare,13.0,Appartement,278.0,c,West-Vlaanderen
tr15488,False,110.0,125020574,3.0,0,3000,Immolight,9.0,Woning,358.0,d,Vlaams-Brabant
tr2478,True,154.0,135419777,3.0,1,2220,Gorris vastgoed,3.0,Appartement,65.0,a,Antwerpen
tr2281,False,123.0,135331642,2.0,0,1480,Easy Home Immo Marche,22.0,Woning,339.0,d,Waals-Brabant
tr11191,False,330.0,88342481,4.0,0,3300,LTC Vastgoedadvies BVBA,21.0,Woning,555.0,f,Vlaams-Brabant
tr12980,False,217.0,136428582,6.0,1,6740,Double V Immo,26.0,Woning,10.0,a,Luxemburg
tr12883,False,204.0,112775253,4.0,0,2830,TREVI AXUS VASTGOED,30.0,Woning,382.0,d,Antwerpen
tr14996,False,107.0,141984187,2.0,0,7910,Office Lessen,13.0,Woning,339.0,d,Henegouwen
tr12482,True,88.0,142755008,2.0,0,1081,Besimmo,11.0,Appartement,228.0,e,Hoofdstedelijk Gewest Brussel
tr1269,False,178.0,132807035,4.0,0,9940,Vastgoed De Vos,12.0,Woning,487.0,e,Oost-Vlaanderen
tr12423,False,154.0,123108571,3.0,0,5650,Florence DEMOUSTIER,27.0,Villa,182.0,c,Namen
tr6630,False,172.0,141424014,3.0,0,8760,Hectaar NV,15.0,Woning,65.0,a,West-Vlaanderen
tr10989,False,154.0,126432814,3.0,0,3630,Jemar.be,29.0,Woning,528.0,f,Limburg
tr7887,False,294.5,126772221,6.0,0,1130,Century 21 Connect ,17.0,Woning,456.0,g,Hoofdstedelijk Gewest Brussel
tr2853,False,231.0,138009252,4.0,0,2370,Your Real Estate_5792 Domestic makelaars Beerse,40.0,Eengezinswoning,166.0,b,Antwerpen
tr3046,False,340.0,137144640,6.0,0,4052,CD CONSULT,35.0,Uitzonderlijke woning,233.0,c,Luik
tr24801,False,275.6,129346602,3.0,0,4760,Immo-Rauw,38.0,Woning,300.0,d,Luik
tr16506,False,158.0,142499190,3.0,0,7100,Actualimmo,31.0,Woning,345.0,e,Henegouwen
tr20938,False,154.0,111295037,3.0,1,9840,Woningbouw Speybroeck,4.0,Woning,65.0,a,Oost-Vlaanderen
tr11732,False,240.0,124958425,5.0,0,7822,Logissim,24.0,Eengezinswoning,283.0,d,Henegouwen
tr20650,True,167.0,131152499,2.0,1,2600,Fides Invest,19.0,Penthouse,65.0,a,Antwerpen
tr8799,False,183.3,142994040,4.0,0,3550,Frère vastgoed,29.0,Woning,372.0,d,Limburg
tr26917,False,273.0,141162453,0.0,0,8840,Immo Gryspeerdt,12.0,Woning,333.0,d,West-Vlaanderen
tr21343,True,100.0,137294105,2.0,0,8660,Caenen - Kantoor De Panne,15.0,Appartement,66.0,a,West-Vlaanderen
tr24513,False,258.0,142151611,4.0,0,3700,Living Stone Hasselt,39.0,Woning,462.0,e,Limburg
tr5048,False,154.0,141631669,3.0,0,2440,Corenbo Hufkens,24.0,Woning,600.0,f,Antwerpen
tr25060,True,154.0,143024228,3.0,0,3500,Unknown,9.0,Appartement,164.0,b,Limburg
tr349,False,213.67,137553158,4.0,0,6700,Pepit-immo,64.0,Arbeiderswoning,114.0,b,Luxemburg
tr14868,False,120.0,131009322,0.0,0,9500,Cornelis & Partners Geraardsbergen,9.0,Gemengd gebruik,762.0,f,Oost-Vlaanderen
tr23716,True,102.0,137030501,3.0,0,9032,Immo ELET ,12.0,Appartement,162.0,b,Oost-Vlaanderen
tr2267,True,107.0,138588098,2.0,0,2180,JANSSEN EN JANSSEN Brasschaat,8.0,Gelijkvloers app.,230.0,c,Antwerpen
tr12748,False,98.0,139706407,2.0,0,1840,Sandry GYPENS,21.0,Woning,365.0,d,Vlaams-Brabant
tr6296,False,119.0,138345377,3.0,0,2470,Immo drie,17.0,Woning,1041.0,f,Antwerpen
tr16766,False,294.0,138266279,4.0,0,6500,COFIM s.r.l. - Real Estate,18.0,Villa,340.0,d,Henegouwen
tr7113,False,147.0,141377156,4.0,0,4190,Team Construct,4.0,Woning,339.0,d,Luik
tr24522,False,1000.0,142374779,0.0,0,9308,François & Partners,1.0,Herenwoning,954.0,f,Oost-Vlaanderen
tr21699,False,260.0,141903556,3.0,1,8500,Office Kortrijk,20.0,Villa,34.0,a,West-Vlaanderen
tr21850,False,115.0,142380178,3.0,0,9000,Gentill Gent,22.0,Woning,125.0,b,Oost-Vlaanderen
tr9946,False,150.0,138770410,3.0,0,8940,ERA @t Home (Geluwe),17.0,Woning,249.0,c,West-Vlaanderen
tr5898,False,65.0,133930896,1.0,0,2221,BVBA Vastgoed De Cat,28.0,Eengezinswoning,488.0,e,Antwerpen
tr4968,False,152.0,142580922,4.0,0,2570,Heylen Vastgoed - Mechelen,19.0,Eengezinswoning,210.0,c,Antwerpen
tr8787,False,290.0,142831885,3.0,0,3680,Heylen Vastgoed - Genk,27.0,Eengezinswoning,150.0,b,Limburg
tr1481,False,160.0,142589956,3.0,1,9500,Cornelis & Partners Geraardsbergen,14.0,Woning,65.0,a,Oost-Vlaanderen
tr20283,False,190.0,140082637,2.0,0,9320,Immo Lierman,25.0,Woning,383.0,d,Oost-Vlaanderen
tr8397,False,257.0,137905125,4.0,0,9300,B&V Invest,25.0,Woning,291.0,c,Oost-Vlaanderen
tr8769,False,149.0,114041661,4.0,0,2830,MOYSON & PRODAN,30.0,Woning,633.0,f,Antwerpen
tr23463,False,126.0,131693540,3.0,1,9230,Immo Da Vinci Gent,18.0,Woning,65.0,a,Oost-Vlaanderen
tr26330,True,180.0,143062937,2.0,0,8500,Huizinge,30.0,Loft,125.0,b,West-Vlaanderen
tr9054,False,230.0,134812639,4.0,0,3500,Immo Top Invest,16.0,Woning,437.0,e,Limburg
tr15544,False,212.0,67515976,2.0,0,4040,Agence Immobiliere Vanesse,25.0,Gemengd gebruik,501.0,f,Luik
tr11050,False,253.0,132734133,5.0,0,9500,CasaVista Vastgoedkantoor,30.0,Gemengd gebruik,240.0,c,Oost-Vlaanderen
tr7270,False,177.0,111336679,4.0,1,9080,Immo-Home,7.0,Woning,65.0,a,Oost-Vlaanderen
tr257,True,92.45,142660524,2.0,1,9800,ACASA,6.0,Appartement,65.0,a,Oost-Vlaanderen
tr12140,False,196.0,142454271,7.0,0,8740,Vastgoed Decuyper,27.0,Woning,0.0,f,West-Vlaanderen
tr7305,True,79.0,142652337,2.0,0,2160,VB Vastgoed - Wijnegem,9.0,Appartement,134.0,b,Antwerpen
tr13012,False,135.0,136418458,3.0,1,8940,Habitat Wevelgem,21.0,Woning,28.0,a,West-Vlaanderen
tr15688,False,98.0,132441557,2.0,0,3700,VDC Vastgoed,13.0,Woning,687.0,f,Limburg
tr18092,False,154.0,134796814,3.0,0,2323,Hillewaere Hoogstraten,18.0,Woning,294.0,c,Antwerpen
tr13150,False,116.0,141422410,3.0,0,3700,Leroi Immobiliën,24.0,Woning,295.0,c,Limburg
tr26878,True,80.0,141573213,2.0,0,2600,Coprimmo,11.0,Appartement,131.0,b,Antwerpen
tr4528,False,145.0,143003848,2.0,0,9950,ERA Thuis,23.0,Woning,761.0,f,Oost-Vlaanderen
tr20723,True,95.0,141551119,2.0,0,8500,Immo Marescaux,14.0,Appartement,113.0,b,West-Vlaanderen
